user_id,coupon_code,item_id,dist_channel,time_stamp,item_registration_id
222256453,,14,"Dist Partners",2013-04-29,111128226_000E58A7122CB_1006
222256453,,14,"Dist Partners",2013-04-29,111128226_000E58A71DDA9_1006
222256453,,14,"Dist Partners",2013-04-29,111128226_000E58A713C4B_1006
222256453,,14,"Dist Partners",2013-04-29,111128226_000E58A720928_1006
222256453,,14,"Dist Partners",2013-04-29,111128226_000E58A7164CD_1006
222347533,,57,"Dist Partners",2013-05-23,111173766_000E588957B83_1016
222347533,,13,"Dist Partners",2013-05-23,111173766_000E58EE989E7_1008
222347533,,57,"Dist Partners",2013-05-23,111173766_000E588959624_1016
222418373,,57,"Holographic Commerce",2014-06-23,111209186_B8E93720C65E5_1012
222418373,,13,Online,2014-06-23,111209186_B8E93711E400B_1008
222418373,,56,Retail,2014-06-23,111209186_000E58F19BD2E_1020
222418373,,56,"Holographic Commerce",2014-06-23,111209186_B8E93731DC782_1020
218880421,,99,"Dist Partners",2014-04-02,109440210_000E58224C66B_1005
218880421,,312,"Dist Partners",2014-04-02,109440210_000E580194BF3_1002
222625833,,14,"Holographic Commerce",2014-12-19,111312916_000E58A6D41C1_1006
220682287,,55,Retail,2014-03-05,110341143_B8E9375C12E86_1046
220682287,,13,Retail,2014-03-05,110341143_000E584EE29E6_1008
220682287,,57,Retail,2014-03-05,110341143_000E588800542_1016
222833293,,57,Retail,2013-10-09,111416646_000E58875E32A_1012
222833293,,56,Retail,2013-10-09,111416646_000E58F374AE9_1020
222833293,,13,Retail,2013-10-09,111416646_000E58157718E_1008
222868713,,13,Retail,2013-11-01,111434356_000E581F33A6D_1008
222934493,,57,"Dist Partners",2013-08-26,111467246_000E5889C2B44_1016
223147013,,14,"Dist Partners",2013-03-20,111573506_000E5824364CG_1006
223147013,,13,"Holographic Commerce",2013-03-20,111573506_000E5846DF3AE_1008
223147013,,313,Retail,2013-03-20,111573506_000E58B0D4F24_1024
223248213,,14,Retail,2013-12-11,111624106_000E58AB311AB_1006
223248213,,13,Retail,2013-12-11,111624106_000E586EA52CG_1008
219300401,,13,Other,2014-11-21,109650200_000E5840A9383_1008
219300401,,312,Online,2014-11-21,109650200_000E5801DAAA1_1002
219300401,,56,Other,2014-11-21,109650200_000E587390F6F_1020
219300401,,314,Other,2014-11-21,109650200_000E589809A23_1023
219300401,,55,"Holographic Commerce",2014-11-21,109650200_000E58C85E129_1046
219300401,,312,"Holographic Commerce",2014-11-21,109650200_000E5806252C5_1013
219300401,,14,Online,2014-11-21,109650200_000E582324985_1006
219300401,,13,Other,2014-11-21,109650200_000E58416670A_1008
219300401,,57,"Holographic Commerce",2014-11-21,109650200_000E5851BE6C8_1012
219300401,,56,"Holographic Commerce",2014-11-21,109650200_000E5875C8261_1020
219300401,,55,"Holographic Commerce",2014-11-21,109650200_000E58C867660_1046
219300401,,314,"Holographic Commerce",2014-11-21,109650200_000E58982A901_1023
219300401,,15,Online,2014-11-21,109650200_000E58302F0C8_1007
219300401,,57,"Holographic Commerce",2014-11-21,109650200_000E5851BA8E4_1012
219300401,,312,Other,2014-11-21,109650200_000E5806255D3_1013
219300401,,57,Online,2014-11-21,109650200_000E5850C1FC1_1012
219300401,,132,Other,2014-11-21,109650200_000E586020A02_1018
219300401,,313,"Holographic Commerce",2014-11-21,109650200_000E58B082CF6_1024
219300401,,56,Other,2014-11-21,109650200_000E587844323_1021
223298813,,13,"Dist Partners",2013-11-25,111649406_000E58660050F_1008
223298813,,55,"Dist Partners",2013-11-25,111649406_000E58C37A041_1025
223319053,,55,Retail,2014-04-29,111659526_000E58C502460_1025
223319053,,13,Retail,2014-04-29,111659526_000E581F47542_1008
223319053,,55,Retail,2014-04-29,111659526_000E58C53EF80_1025
223319053,,14,Retail,2014-04-29,111659526_000E58AC520CE_1006
223319053,,314,"Holographic Commerce",2014-04-29,111659526_B8E937602BF4D_1023
223319053,,313,"Holographic Commerce",2014-04-29,111659526_000E58BF184F8_1024
223319053,,13,Retail,2014-04-29,111659526_000E581E08865_1008
223379773,,57,Retail,2013-11-26,111689886_000E588A28C0G_1016
223379773,,13,Retail,2013-11-26,111689886_000E586E42D40_1008
223405073,,13,"Dist Partners",2013-11-13,111702536_000E586FC6E80_1008
223405073,,56,"Dist Partners",2013-11-13,111702536_000E58F4657EF_1020
223405073,,56,"Dist Partners",2013-11-13,111702536_000E58F3099C3_1020
223405073,,56,"Dist Partners",2013-11-13,111702536_000E58F4670C5_1020
219396541,,14,"Holographic Commerce",2014-08-26,109698270_000E5827D5440_1006
219396541,,15,"Dist Partners",2014-08-26,109698270_000E58338A940_1007
219396541,,132,"Dist Partners",2014-08-26,109698270_000E58613FDA7_1018
219396541,,313,"Holographic Commerce",2014-08-26,109698270_B8E9377426D4D_1024
219396541,,15,"Holographic Commerce",2014-08-26,109698270_000E5833D27CE_1007
219396541,,56,"Dist Partners",2014-08-26,109698270_000E58797650G_1021
219396541,,15,"Holographic Commerce",2014-08-26,109698270_000E5835E5D00_1007
219396541,,312,"Dist Partners",2014-08-26,109698270_000E580697524_1013
219396541,,56,"Dist Partners",2014-08-26,109698270_000E5879789A7_1021
219396541,,57,"Dist Partners",2014-08-26,109698270_000E585A9D947_1016
223516393,,14,Retail,2013-08-16,111758196_000E58A8DA2C8_1006
223516393,,13,Retail,2013-08-16,111758196_000E586950980_1008
223794693,,14,"Holographic Commerce",2014-08-08,111897346_000E58A9D7FA8_1006
223794693,,13,"Dist Partners",2014-08-08,111897346_B8E93714ABF6G_1008
223794693,,56,"Holographic Commerce",2014-08-08,111897346_000E58F3E93AA_1020
223809873,,14,"Dist Partners",2014-01-29,111904936_000E58AC42E6C_1006
223809873,,13,"Dist Partners",2014-01-29,111904936_000E581B6CA09_1008
223850353,,314,Retail,2014-03-18,111925176_000E589BC6CE1_1023
223850353,,313,Retail,2014-03-18,111925176_000E58B77563B_1024
223850353,,55,Retail,2014-03-18,111925176_B8E937588716B_1046
224098293,,14,Retail,2013-03-28,112049146_000E58A60B26E_1006
224098293,,15,Retail,2013-03-28,112049146_000E58D24AD46_1007
224098293,,13,Retail,2013-03-28,112049146_000E58EBCD0AB_1008
224098293,,15,Retail,2013-03-28,112049146_000E58D514D8A_1007
224098293,,314,Retail,2013-03-28,112049146_000E58999B566_1023
224098293,,15,Retail,2013-03-28,112049146_000E58D22FE08_1007
224118533,,56,"Dist Partners",2014-04-09,112059266_000E587EA7920_1021
224118533,,14,"Holographic Commerce",2014-04-09,112059266_000E58AE344E1_1006
224118533,,14,"Holographic Commerce",2014-04-09,112059266_000E58AE3C907_1006
224118533,,313,"Dist Partners",2014-04-09,112059266_000E58BD4D195_1024
224118533,,14,"Holographic Commerce",2014-04-09,112059266_000E58ACDC8EA_1006
224118533,,14,"Holographic Commerce",2014-04-09,112059266_000E58AE3866C_1006
224118533,,56,"Dist Partners",2014-04-09,112059266_000E58F91A6CC_1021
224118533,,14,"Holographic Commerce",2014-04-09,112059266_000E58AE42F6D_1006
224118533,,14,"Dist Partners",2014-04-09,112059266_000E58AA0E20F_1006
224118533,,14,"Holographic Commerce",2014-04-09,112059266_000E58AE353AG_1006
224118533,,56,"Dist Partners",2014-04-09,112059266_000E58F830945_1021
224118533,,14,"Holographic Commerce",2014-04-09,112059266_000E58AE3C9C2_1006
224118533,,55,"Holographic Commerce",2014-04-09,112059266_B8E937565E24G_1025
224133713,,313,Retail,2014-05-06,112066856_000E58BC41683_1024
224133713,,13,"Holographic Commerce",2014-05-06,112066856_B8E93717626EE_1008
224133713,,56,Retail,2014-05-06,112066856_B8E937383F840_1021
224133713,,56,Retail,2014-05-06,112066856_B8E937383F103_1021
224133713,,55,"Holographic Commerce",2014-05-06,112066856_B8E9375EB2B0A_1046
219816521,,313,Retail,2013-03-22,109908260_000E58B11920G_1024
219816521,,56,"Holographic Commerce",2013-03-22,109908260_000E587A4C9C0_1021
219816521,,57,"Holographic Commerce",2013-03-22,109908260_000E58588AAEC_1016
219816521,,314,"Dist Partners",2013-03-22,109908260_000E589839503_1023
219816521,,56,"Holographic Commerce",2013-03-22,109908260_000E5871ACD8B_1020
219816521,,13,"Holographic Commerce",2013-03-22,109908260_000E584554740_1008
219816521,,56,"Holographic Commerce",2013-03-22,109908260_000E587A4C608_1021
225140653,,12,"Holographic Commerce",2014-09-05,112570326_B8E9370230BE6_1043
225140653,,56,"Holographic Commerce",2014-09-05,112570326_B8E9373DE6985_1021
225140653,,56,"Holographic Commerce",2014-09-05,112570326_B8E9373DE918G_1021
225140653,,57,"Holographic Commerce",2014-09-05,112570326_B8E9372B620A2_1016
218949743,,56,"Holographic Commerce",2014-06-13,109474871_000E587843CC3_1021
222238743,,13,Other,2013-06-05,111119371_000E58EFDD4AA_1008
222238743,,56,Other,2013-06-05,111119371_000E58FAC6746_1021
225044513,,56,"Holographic Commerce",2014-10-20,112522256_B8E9373AB0C49_1021
225113835,,55,"Holographic Commerce",2014-07-14,112556917_B8E93780DC1E8_1025
225113835,,57,"Holographic Commerce",2014-07-14,112556917_B8E93721391E5_1012
225059693,,56,Retail,2013-03-07,112529846_000E58F904F69_1021
222322233,,15,"Dist Partners",2013-06-24,111161116_000E583D51BA8_1007
222322233,,55,Retail,2013-06-24,111161116_000E58CFADA0G_1046
222322233,,56,"Dist Partners",2013-06-24,111161116_000E58FA9C287_1021
222322233,,13,"Dist Partners",2013-06-24,111161116_000E58EEF5DA7_1008
222322233,,56,"Dist Partners",2013-06-24,111161116_000E58FA8734F_1021
222509453,,313,Online,2014-11-04,111254726_000E58B61E43A_1024
222519573,,313,Retail,2013-07-19,111259786_000E58B3965E1_1024
222600533,,13,"Dist Partners",2013-07-30,111300266_000E58161E2AC_1008
222600533,,14,"Dist Partners",2013-07-30,111300266_000E58A5D14CB_1006
220581087,,15,"Dist Partners",2013-01-02,110290543_000E583C757CF_1007
220581087,,15,"Dist Partners",2013-01-02,110290543_000E583C832E2_1007
220581087,,15,"Dist Partners",2013-01-02,110290543_000E583CFC0C4_1007
220581087,,15,"Dist Partners",2013-01-02,110290543_000E583D49D05_1007
220581087,,13,"Dist Partners",2013-01-02,110290543_000E584F14809_1008
220581087,,56,"Dist Partners",2013-01-02,110290543_000E587360549_1020
220581087,,132,"Dist Partners",2013-01-02,110290543_000E5861C6207_1018
220581087,,14,"Dist Partners",2013-01-02,110290543_000E582D42529_1006
220581087,,15,"Dist Partners",2013-01-02,110290543_000E58D1C2581_1007
220581087,,14,"Dist Partners",2013-01-02,110290543_000E58A4AA02G_1006
220581087,,55,Retail,2013-01-02,110290543_000E58C9CE60D_1046
220581087,,13,"Dist Partners",2013-01-02,110290543_000E58E73168D_1008
220581087,,312,"Holographic Commerce",2013-01-02,110290543_000E580641017_1013
220581087,,15,"Dist Partners",2013-01-02,110290543_000E583C80444_1007
220581087,,14,"Dist Partners",2013-01-02,110290543_000E582E474C9_1006
220581087,,15,"Dist Partners",2013-01-02,110290543_000E583C83502_1007
220581087,,14,"Dist Partners",2013-01-02,110290543_000E58A524ECF_1006
